77.500000	8.952880
77.500000	9.895290
78.750000	9.895290
76.250000	10.837700
77.500000	10.837700
78.750000	10.837700
76.250000	11.780100
77.500000	11.780100
78.750000	11.780100
75.000000	12.722500
76.250000	12.722500
77.500000	12.722500
78.750000	12.722500
80.000000	12.722500
75.000000	13.664900
76.250000	13.664900
77.500000	13.664900
78.750000	13.664900
80.000000	13.664900
75.000000	14.607300
76.250000	14.607300
77.500000	14.607300
78.750000	14.607300
80.000000	14.607300
75.000000	15.549700
76.250000	15.549700
77.500000	15.549700
78.750000	15.549700
80.000000	15.549700
73.750000	16.492100
75.000000	16.492100
76.250000	16.492100
77.500000	16.492100
78.750000	16.492100
80.000000	16.492100
81.250000	16.492100
73.750000	17.434600
75.000000	17.434600
76.250000	17.434600
77.500000	17.434600
78.750000	17.434600
80.000000	17.434600
81.250000	17.434600
82.500000	17.434600
73.750000	18.377000
75.000000	18.377000
76.250000	18.377000
77.500000	18.377000
78.750000	18.377000
80.000000	18.377000
81.250000	18.377000
82.500000	18.377000
83.750000	18.377000
73.750000	19.319400
75.000000	19.319400
76.250000	19.319400
77.500000	19.319400
78.750000	19.319400
80.000000	19.319400
81.250000	19.319400
82.500000	19.319400
83.750000	19.319400
73.750000	20.261800
75.000000	20.261800
76.250000	20.261800
77.500000	20.261800
78.750000	20.261800
80.000000	20.261800
81.250000	20.261800
82.500000	20.261800
83.750000	20.261800
85.000000	20.261800
86.250000	20.261800
71.250000	21.204200
73.750000	21.204200
75.000000	21.204200
76.250000	21.204200
77.500000	21.204200
78.750000	21.204200
80.000000	21.204200
81.250000	21.204200
82.500000	21.204200
83.750000	21.204200
85.000000	21.204200
86.250000	21.204200
70.000000	22.146600
71.250000	22.146600
73.750000	22.146600
75.000000	22.146600
76.250000	22.146600
77.500000	22.146600
78.750000	22.146600
80.000000	22.146600
81.250000	22.146600
82.500000	22.146600
83.750000	22.146600
85.000000	22.146600
86.250000	22.146600
87.500000	22.146600
88.750000	22.146600
68.750000	23.089000
70.000000	23.089000
71.250000	23.089000
72.500000	23.089000
73.750000	23.089000
75.000000	23.089000
76.250000	23.089000
77.500000	23.089000
78.750000	23.089000
80.000000	23.089000
81.250000	23.089000
82.500000	23.089000
83.750000	23.089000
85.000000	23.089000
86.250000	23.089000
87.500000	23.089000
88.750000	23.089000
92.500000	23.089000
70.000000	24.031400
71.250000	24.031400
72.500000	24.031400
73.750000	24.031400
75.000000	24.031400
76.250000	24.031400
77.500000	24.031400
78.750000	24.031400
80.000000	24.031400
81.250000	24.031400
82.500000	24.031400
83.750000	24.031400
85.000000	24.031400
86.250000	24.031400
87.500000	24.031400
92.500000	24.031400
93.750000	24.031400
71.250000	24.973800
72.500000	24.973800
73.750000	24.973800
75.000000	24.973800
76.250000	24.973800
77.500000	24.973800
78.750000	24.973800
80.000000	24.973800
81.250000	24.973800
82.500000	24.973800
83.750000	24.973800
85.000000	24.973800
86.250000	24.973800
87.500000	24.973800
92.500000	24.973800
93.750000	24.973800
71.250000	25.916200
72.500000	25.916200
73.750000	25.916200
75.000000	25.916200
76.250000	25.916200
77.500000	25.916200
78.750000	25.916200
80.000000	25.916200
81.250000	25.916200
82.500000	25.916200
83.750000	25.916200
85.000000	25.916200
86.250000	25.916200
87.500000	25.916200
92.500000	25.916200
93.750000	25.916200
95.000000	25.916200
70.000000	26.858600
71.250000	26.858600
72.500000	26.858600
73.750000	26.858600
75.000000	26.858600
76.250000	26.858600
77.500000	26.858600
78.750000	26.858600
80.000000	26.858600
81.250000	26.858600
82.500000	26.858600
83.750000	26.858600
85.000000	26.858600
88.750000	26.858600
92.500000	26.858600
93.750000	26.858600
95.000000	26.858600
71.250000	27.801000
72.500000	27.801000
73.750000	27.801000
75.000000	27.801000
76.250000	27.801000
77.500000	27.801000
78.750000	27.801000
80.000000	27.801000
81.250000	27.801000
88.750000	27.801000
92.500000	27.801000
93.750000	27.801000
95.000000	27.801000
96.250000	27.801000
72.500000	28.743500
73.750000	28.743500
75.000000	28.743500
76.250000	28.743500
77.500000	28.743500
78.750000	28.743500
80.000000	28.743500
95.000000	28.743500
96.250000	28.743500
73.750000	29.685900
75.000000	29.685900
76.250000	29.685900
77.500000	29.685900
78.750000	29.685900
80.000000	29.685900
75.000000	30.628300
76.250000	30.628300
77.500000	30.628300
78.750000	30.628300
80.000000	30.628300
75.000000	31.570700
76.250000	31.570700
77.500000	31.570700
78.750000	31.570700
75.000000	32.513100
76.250000	32.513100
77.500000	32.513100
73.750000	33.455500
75.000000	33.455500
76.250000	33.455500
77.500000	33.455500
78.750000	33.455500
73.750000	34.397900
75.000000	34.397900
76.250000	34.397900
77.500000	34.397900
78.750000	34.397900
73.750000	35.340300
75.000000	35.340300
76.250000	35.340300
77.500000	35.340300
78.750000	35.340300
80.000000	35.340300
73.750000	36.282700
75.000000	36.282700
76.250000	36.282700
